  Especie,Desove,LT,Fec
Engraulis anchoita,Pelagico,163.079,21849
Engraulis anchoita,Pelagico,163.9881,20183
Engraulis anchoita,Pelagico,164.8634,13388
Engraulis anchoita,Pelagico,164.9047,19670
Engraulis anchoita,Pelagico,165.6428,11978
Engraulis anchoita,Pelagico,165.9739,22363
Engraulis anchoita,Pelagico,166.1247,25311
Engraulis anchoita,Pelagico,166.4445,13965
Engraulis anchoita,Pelagico,166.6425,24094
Engraulis anchoita,Pelagico,167.0486,25889
Engraulis anchoita,Pelagico,167.4003,19414
Engraulis anchoita,Pelagico,167.6526,17812
Engraulis anchoita,Pelagico,167.8085,21530
Engraulis anchoita,Pelagico,167.8148,22491
Engraulis anchoita,Pelagico,168.6919,15953
Engraulis anchoita,Pelagico,169.8487,11979
Engraulis anchoita,Pelagico,170.0762,26595
Engraulis anchoita,Pelagico,171.1121,24223
Engraulis anchoita,Pelagico,171.2069,18646
Engraulis anchoita,Pelagico,171.76,22813
Engraulis anchoita,Pelagico,172.116,16980
Engraulis anchoita,Pelagico,172.6905,24416
Engraulis anchoita,Pelagico,172.8098,22557
Engraulis anchoita,Pelagico,174.0875,16980
Engraulis anchoita,Pelagico,175.0834,28519
Engraulis anchoita,Pelagico,175.2064,27237
Engraulis anchoita,Pelagico,175.3201,24545
Engraulis anchoita,Pelagico,175.7026,22750
Engraulis anchoita,Pelagico,175.8838,30314
Engraulis anchoita,Pelagico,176.1218,26532
Engraulis anchoita,Pelagico,178.1194,30507
Engraulis anchoita,Pelagico,180.1592,20892
Engraulis anchoita,Pelagico,182.0949,35444
Engraulis anchoita,Pelagico,185.2245,31663
Engraulis anchoita,Pelagico,186.1252,28714
Engraulis anchoita,Pelagico,189.9073,24228
Engraulis anchoita,Pelagico,192.9893,33203
Engraulis mordax,Pelagico,110,9514
Engraulis mordax,Pelagico,115,12426
Engraulis mordax,Pelagico,117,17039
Engraulis mordax,Pelagico,117,17712
Engraulis mordax,Pelagico,118,8694
Engraulis mordax,Pelagico,120,8673
Engraulis mordax,Pelagico,120,10922
Engraulis mordax,Pelagico,120,12294
Engraulis mordax,Pelagico,120,13813
Engraulis mordax,Pelagico,124,13369
Engraulis mordax,Pelagico,124,15089
Engraulis mordax,Pelagico,127,19451
Engraulis mordax,Pelagico,127,19623
Engraulis mordax,Pelagico,128,14157
Engraulis mordax,Pelagico,129,20766
Engraulis mordax,Pelagico,130,10409
Engraulis mordax,Pelagico,133,22012
Engraulis mordax,Pelagico,139,28235
Engraulis mordax,Pelagico,140,29035
Engraulis mordax,Pelagico,141,14561
Engraulis mordax,Pelagico,147,35561
Engraulis ringens,Pelagico,125,5160
Engraulis ringens,Pelagico,125,6544
Engraulis ringens,Pelagico,130,5279
Engraulis ringens,Pelagico,130,7322
Engraulis ringens,Pelagico,130,9036
Engraulis ringens,Pelagico,135,5991
Engraulis ringens,Pelagico,135,6650
Engraulis ringens,Pelagico,135,7309
Engraulis ringens,Pelagico,135,8166
Engraulis ringens,Pelagico,135,9089
Engraulis ringens,Pelagico,135,10011
Engraulis ringens,Pelagico,135,10802
Engraulis ringens,Pelagico,135,11856
Engraulis ringens,Pelagico,135,13438
Engraulis ringens,Pelagico,140,5188
Engraulis ringens,Pelagico,140,6045
Engraulis ringens,Pelagico,140,7033
Engraulis ringens,Pelagico,140,7956
Engraulis ringens,Pelagico,140,8746
Engraulis ringens,Pelagico,140,9471
Engraulis ringens,Pelagico,140,10921
Engraulis ringens,Pelagico,140,11844
Engraulis ringens,Pelagico,140,12964
Engraulis ringens,Pelagico,140,14348
Engraulis ringens,Pelagico,140,15205
Engraulis ringens,Pelagico,140,16918
Engraulis ringens,Pelagico,140,17247
Engraulis ringens,Pelagico,140,19883
Engraulis ringens,Pelagico,140,29899
Engraulis ringens,Pelagico,145,3067
Engraulis ringens,Pelagico,145,5373
Engraulis ringens,Pelagico,145,7548
Engraulis ringens,Pelagico,145,8404
Engraulis ringens,Pelagico,145,9063
Engraulis ringens,Pelagico,145,10052
Engraulis ringens,Pelagico,145,10908
Engraulis ringens,Pelagico,145,11502
Engraulis ringens,Pelagico,145,12095
Engraulis ringens,Pelagico,145,12622
Engraulis ringens,Pelagico,145,13347
Engraulis ringens,Pelagico,145,14138
Engraulis ringens,Pelagico,145,14928
Engraulis ringens,Pelagico,145,15653
Engraulis ringens,Pelagico,145,16378
Engraulis ringens,Pelagico,145,17960
Engraulis ringens,Pelagico,145,18750
Engraulis ringens,Pelagico,150,7271
Engraulis ringens,Pelagico,150,8260
Engraulis ringens,Pelagico,150,9117
Engraulis ringens,Pelagico,150,10962
Engraulis ringens,Pelagico,150,12082
Engraulis ringens,Pelagico,150,12807
Engraulis ringens,Pelagico,150,13993
Engraulis ringens,Pelagico,150,14784
Engraulis ringens,Pelagico,150,16168
Engraulis ringens,Pelagico,150,16827
Engraulis ringens,Pelagico,150,17947
Engraulis ringens,Pelagico,150,20451
Engraulis ringens,Pelagico,150,24932
Engraulis ringens,Pelagico,155,4162
Engraulis ringens,Pelagico,155,9565
Engraulis ringens,Pelagico,155,10224
Engraulis ringens,Pelagico,155,10949
Engraulis ringens,Pelagico,155,11674
Engraulis ringens,Pelagico,155,12531
Engraulis ringens,Pelagico,155,13453
Engraulis ringens,Pelagico,155,14574
Engraulis ringens,Pelagico,155,15365
Engraulis ringens,Pelagico,155,16814
Engraulis ringens,Pelagico,155,17539
Engraulis ringens,Pelagico,155,18264
Engraulis ringens,Pelagico,155,18989
Engraulis ringens,Pelagico,155,19846
Engraulis ringens,Pelagico,155,20505
Engraulis ringens,Pelagico,155,21098
Engraulis ringens,Pelagico,155,21691
Engraulis ringens,Pelagico,155,22284
Engraulis ringens,Pelagico,155,23272
Engraulis ringens,Pelagico,155,26040
Engraulis ringens,Pelagico,160,12452
Engraulis ringens,Pelagico,160,13111
Engraulis ringens,Pelagico,160,14891
Engraulis ringens,Pelagico,160,17856
Engraulis ringens,Pelagico,160,18449
Engraulis ringens,Pelagico,160,19569
Engraulis ringens,Pelagico,160,20690
Engraulis ringens,Pelagico,160,22469
Engraulis ringens,Pelagico,160,23523
Engraulis ringens,Pelagico,160,24907
Engraulis ringens,Pelagico,160,27345
Engraulis ringens,Pelagico,165,13296
Engraulis ringens,Pelagico,165,14548
Engraulis ringens,Pelagico,165,16657
Engraulis ringens,Pelagico,165,17646
Engraulis ringens,Pelagico,165,18107
Engraulis ringens,Pelagico,165,19161
Engraulis ringens,Pelagico,165,19754
Engraulis ringens,Pelagico,165,20479
Engraulis ringens,Pelagico,165,21270
Engraulis ringens,Pelagico,165,21929
Engraulis ringens,Pelagico,165,22720
Engraulis ringens,Pelagico,165,23247
Engraulis ringens,Pelagico,165,25026
Engraulis ringens,Pelagico,165,25949
Engraulis ringens,Pelagico,165,30759
Engraulis ringens,Pelagico,165,34977
Engraulis ringens,Pelagico,170,15854
Engraulis ringens,Pelagico,170,16842
Engraulis ringens,Pelagico,170,17567
Engraulis ringens,Pelagico,170,21060
Engraulis ringens,Pelagico,170,21916
Engraulis ringens,Pelagico,170,24552
Engraulis ringens,Pelagico,170,25936
Engraulis ringens,Pelagico,170,27254
Engraulis ringens,Pelagico,170,28111
Engraulis ringens,Pelagico,170,29165
Engraulis ringens,Pelagico,175,17357
Engraulis ringens,Pelagico,175,18213
Engraulis ringens,Pelagico,175,20586
Engraulis ringens,Pelagico,175,21047
Engraulis ringens,Pelagico,175,25792
Engraulis ringens,Pelagico,175,26516
Engraulis ringens,Pelagico,175,27703
Engraulis ringens,Pelagico,175,29020
Engraulis ringens,Pelagico,175,29548
Engraulis ringens,Pelagico,180,15762
Engraulis ringens,Pelagico,180,22681
Engraulis ringens,Pelagico,180,26372
Engraulis ringens,Pelagico,180,28810
Enophrys bison,Demersal,253,18800
Enophrys bison,Demersal,270,31900
Epinephelus aeneus,Pelagico,435,789436
Epinephelus aeneus,Pelagico,440,643922
Epinephelus aeneus,Pelagico,470,1539695
Epinephelus aeneus,Pelagico,520,1273434
Epinephelus aeneus,Pelagico,545,1987485
Epinephelus aeneus,Pelagico,550,2538251
Epinephelus aeneus,Pelagico,555,924131
Epinephelus aeneus,Pelagico,560,404056
Epinephelus aeneus,Pelagico,560,1456298
Epinephelus aeneus,Pelagico,575,1447744
Epinephelus aeneus,Pelagico,590,762371
Epinephelus aeneus,Pelagico,590,1001869
Epinephelus aeneus,Pelagico,595,607465
Epinephelus aeneus,Pelagico,610,2848795
Epinephelus aeneus,Pelagico,615,1598654
Epinephelus aeneus,Pelagico,620,715680
Epinephelus aeneus,Pelagico,635,2607048
Epinephelus aeneus,Pelagico,640,1580301
Epinephelus aeneus,Pelagico,660,3803042
Epinephelus aeneus,Pelagico,670,3567986
Epinephelus aeneus,Pelagico,680,1050257
Epinephelus aeneus,Pelagico,685,2785256
Epinephelus aeneus,Pelagico,735,1057854
Epinephelus aeneus,Pelagico,740,4683668
Epinephelus aeneus,Pelagico,745,3707208
Epinephelus aeneus,Pelagico,765,6016248
Epinephelus aeneus,Pelagico,870,12589242
Epinephelus fasciatus,Pelagico,297,362835
Epinephelus fasciatus,Pelagico,315,630515
Epinephelus fasciatus,Pelagico,350,303889
Epinephelus fasciatus,Pelagico,368,636532
Epinephelus fasciatus,Pelagico,387,579590
Epinephelus fasciatus,Pelagico,395,254732
Epinephelus fasciatus,Pelagico,400,526669
Epinephelus fasciatus,Pelagico,435,435202
Epinephelus fasciatus,Pelagico,465,879038
Epinephelus marginatus,Pelagico,380,257657
Epinephelus marginatus,Pelagico,440,606246
Epinephelus tauvina,Pelagico,351,850186
Epinephelus tauvina,Pelagico,439,2331513
Epinephelus tauvina,Pelagico,561,2071214
Epinephelus tauvina,Pelagico,623,2904912
Ethmalosa fimbriata,Pelagico,211.927,15816.1
Ethmalosa fimbriata,Pelagico,219.284,19141.6
Ethmalosa fimbriata,Pelagico,220.847,27046.1
Ethmalosa fimbriata,Pelagico,222.802,26440.1
Ethmalosa fimbriata,Pelagico,228.106,20499.8
Ethmalosa fimbriata,Pelagico,234.069,28629.4
Ethmalosa fimbriata,Pelagico,240.581,34527.2
Ethmalosa fimbriata,Pelagico,244.769,26393.6
Ethmalosa fimbriata,Pelagico,246.682,36113.4
Ethmalosa fimbriata,Pelagico,248.135,27640.4
Ethmalosa fimbriata,Pelagico,248.668,30741.8
Ethmalosa fimbriata,Pelagico,251.674,23781.1
Ethmalosa fimbriata,Pelagico,253.226,31231.7
Ethmalosa fimbriata,Pelagico,257.941,25972.4
Ethmalosa fimbriata,Pelagico,259.544,17461.6
Ethmalosa fimbriata,Pelagico,260.405,39549.9
Ethmalosa fimbriata,Pelagico,264.571,36522.4
Ethmalosa fimbriata,Pelagico,265.941,30810.6
Ethmalosa fimbriata,Pelagico,266.274,31945.2
Ethmalosa fimbriata,Pelagico,274.28,30996.4
Ethmalosa fimbriata,Pelagico,275.72,34021.7
Ethmalosa fimbriata,Pelagico,280.359,43702.6
Ethmalosa fimbriata,Pelagico,280.68,50435
Ethmalosa fimbriata,Pelagico,281.364,41508.4
Ethmalosa fimbriata,Pelagico,284.585,43057.9
Ethmalosa fimbriata,Pelagico,286.238,36513.9
Ethmalosa fimbriata,Pelagico,292.753,42525.2
Ethmalosa fimbriata,Pelagico,293.421,44983.4
Ethmalosa fimbriata,Pelagico,295.104,39611.8
Ethmalosa fimbriata,Pelagico,296.644,34656.4
Ethmalosa fimbriata,Pelagico,302.983,45622.6
Ethmalosa fimbriata,Pelagico,304.202,51900.8
Eubalichthys bucephalus,Dispersador,280,9000
Eubalichthys bucephalus,Dispersador,320,39500
Gadus morhua,Pelagico,483.65,537500
Gadus morhua,Pelagico,497.43,151700
Gadus morhua,Pelagico,497.43,357800
Gadus morhua,Pelagico,497.44,228500
Gadus morhua,Pelagico,501.57,346900
Gadus morhua,Pelagico,506.97,358600
Gadus morhua,Pelagico,513.09,425500
Gadus morhua,Pelagico,516.5,437000
Gadus morhua,Pelagico,518.57,387400
Gadus morhua,Pelagico,521.78,644200
Gadus morhua,Pelagico,531.772,872900
Gadus morhua,Pelagico,535.55,593700
Gadus morhua,Pelagico,539.77,285400
Gadus morhua,Pelagico,542.96,697900
Gadus morhua,Pelagico,546.5,791500
Gadus morhua,Pelagico,548.22,416100
Gadus morhua,Pelagico,552.49,827900
Gadus morhua,Pelagico,552.51,466100
Gadus morhua,Pelagico,559.83,624900
Gadus morhua,Pelagico,560.3,328300
Gadus morhua,Pelagico,565.15,521500
Gadus morhua,Pelagico,565.22,570700
Gadus morhua,Pelagico,566.26,829300
Gadus morhua,Pelagico,566.28,493200
Gadus morhua,Pelagico,566.29,312300
Gadus morhua,Pelagico,571.84,678000
Gadus morhua,Pelagico,572.09,202800
Gadus morhua,Pelagico,572.49,351000
Gadus morhua,Pelagico,572.5,399600
Gadus morhua,Pelagico,575.8,675000
Gadus morhua,Pelagico,581.07,367100
Gadus morhua,Pelagico,581.1,727100
Gadus morhua,Pelagico,583.21,753200
Gadus morhua,Pelagico,585.3,1167000
Gadus morhua,Pelagico,585.35,469100
Gadus morhua,Pelagico,589.55,367900
Gadus morhua,Pelagico,590.64,573000
Gadus morhua,Pelagico,597.45,432800
Gadus morhua,Pelagico,599.06,472600
Gadus morhua,Pelagico,599.09,883900
Gadus morhua,Pelagico,601.23,573900
Gadus morhua,Pelagico,602.27,935900
Gadus morhua,Pelagico,604.41,600000
Gadus morhua,Pelagico,607.56,962200
Gadus morhua,Pelagico,609.67,395700
Gadus morhua,Pelagico,610.628,833000
Gadus morhua,Pelagico,610.88,1045100
Gadus morhua,Pelagico,611.82,626600
Gadus morhua,Pelagico,611.88,491900
Gadus morhua,Pelagico,612.04,833000
Gadus morhua,Pelagico,613.92,911100
Gadus morhua,Pelagico,617.12,652900
Gadus morhua,Pelagico,618.11,578300
Gadus morhua,Pelagico,621.28,1056600
Gadus morhua,Pelagico,625.55,449100
Gadus morhua,Pelagico,625.56,1170600
Gadus morhua,Pelagico,626.66,576200
Gadus morhua,Pelagico,627.69,989900
Gadus morhua,Pelagico,629.23,1788000
Gadus morhua,Pelagico,636.17,887300
Gadus morhua,Pelagico,640.35,606300
Gadus morhua,Pelagico,641.11,1787900
Gadus morhua,Pelagico,644.63,1146500
Gadus morhua,Pelagico,644.66,577900
Gadus morhua,Pelagico,648.82,633000
Gadus morhua,Pelagico,649.96,681700
Gadus morhua,Pelagico,654.14,1457600
Gadus morhua,Pelagico,657.38,527200
Gadus morhua,Pelagico,661.4,1118800
Gadus morhua,Pelagico,661.59,889600
Gadus morhua,Pelagico,662.63,1225700
Gadus morhua,Pelagico,667.94,1071100
Gadus morhua,Pelagico,669.02,735100
Gadus morhua,Pelagico,670.07,787000
Gadus morhua,Pelagico,670.63,871100
Gadus morhua,Pelagico,670.856,893500
Gadus morhua,Pelagico,671.07,1183500
Gadus morhua,Pelagico,676.01,1079900
Gadus morhua,Pelagico,677.5,632400
Gadus morhua,Pelagico,678.54,891100
Gadus morhua,Pelagico,680.23,588600
Gadus morhua,Pelagico,680.73,1255100
Gadus morhua,Pelagico,685.83,948100
Gadus morhua,Pelagico,685.97,659200
Gadus morhua,Pelagico,686.82,1285800
Gadus morhua,Pelagico,686.9,505100
Gadus morhua,Pelagico,686.99,1305400
Gadus morhua,Pelagico,689.81,1234900
Gadus morhua,Pelagico,690.87,900100
Gadus morhua,Pelagico,690.87,1569900
Gadus morhua,Pelagico,691.51,1287600
Gadus morhua,Pelagico,692.53,1669300
Gadus morhua,Pelagico,698.04,519000
Gadus morhua,Pelagico,700.02,1137000
Gadus morhua,Pelagico,700.28,569900
Gadus morhua,Pelagico,700.51,1708800
Gadus morhua,Pelagico,700.53,1824500
Gadus morhua,Pelagico,701.22,1544400
Gadus morhua,Pelagico,701.516,1669300
Gadus morhua,Pelagico,701.85,867400
Gadus morhua,Pelagico,701.85,1019000
Gadus morhua,Pelagico,703.94,1229400
Gadus morhua,Pelagico,709.98,1570800
Gadus morhua,Pelagico,710.02,991000
Gadus morhua,Pelagico,710.3,1204200
Gadus morhua,Pelagico,710.431,1144800
Gadus morhua,Pelagico,710.5,2690500
Gadus morhua,Pelagico,710.74,898400
Gadus morhua,Pelagico,711.345,1144800
Gadus morhua,Pelagico,711.621,1144800
Gadus morhua,Pelagico,712.26,1184200
Gadus morhua,Pelagico,713.37,2807000
Gadus morhua,Pelagico,717.41,1236100
Gadus morhua,Pelagico,718.58,1392600
Gadus morhua,Pelagico,718.77,1256600
Gadus morhua,Pelagico,719.71,1055000
Gadus morhua,Pelagico,720.393,1386000
Gadus morhua,Pelagico,720.48,1296600
Gadus morhua,Pelagico,720.78,944700
Gadus morhua,Pelagico,720.92,765700
Gadus morhua,Pelagico,722.99,1618900
Gadus morhua,Pelagico,726.96,1004600
Gadus morhua,Pelagico,727.11,1107700
Gadus morhua,Pelagico,729.56,2157600
Gadus morhua,Pelagico,730.45,921700
Gadus morhua,Pelagico,730.702,3704100
Gadus morhua,Pelagico,730.92,1541900
Gadus morhua,Pelagico,731.46,1671300
Gadus morhua,Pelagico,733.601,3704100
Gadus morhua,Pelagico,734.04,1783500
Gadus morhua,Pelagico,737.86,896500
Gadus morhua,Pelagico,739.75,1134400
Gadus morhua,Pelagico,740.6,1634300
Gadus morhua,Pelagico,740.84,990900
Gadus morhua,Pelagico,740.95,1553400
Gadus morhua,Pelagico,750.86,944500
Gadus morhua,Pelagico,751.02,1745400
Gadus morhua,Pelagico,753.14,1828100
Gadus morhua,Pelagico,753.295,1828100
Gadus morhua,Pelagico,755.76,2604000
Gadus morhua,Pelagico,755.82,1776900
Gadus morhua,Pelagico,756.84,2216500
Gadus morhua,Pelagico,759.69,537000
Gadus morhua,Pelagico,759.87,1031600
Gadus morhua,Pelagico,760.61,1421300
Gadus morhua,Pelagico,761.127,2214000
Gadus morhua,Pelagico,761.517,2214000
Gadus morhua,Pelagico,762.13,1620200
Gadus morhua,Pelagico,762.16,1754600
Gadus morhua,Pelagico,765.3,2553200
Gadus morhua,Pelagico,769.42,939700
Gadus morhua,Pelagico,770.13,759100
Gadus morhua,Pelagico,771.178,4771300
Gadus morhua,Pelagico,771.74,1313100
Gadus morhua,Pelagico,771.76,1469800
Gadus morhua,Pelagico,771.88,2092500
Gadus morhua,Pelagico,773.029,4771300
Gadus morhua,Pelagico,779.97,1694300
Gadus morhua,Pelagico,780.21,1313900
Gadus morhua,Pelagico,780.67,1490600
Gadus morhua,Pelagico,781.172,2266200
Gadus morhua,Pelagico,781.802,2266200
Gadus morhua,Pelagico,784.4,1934600
Gadus morhua,Pelagico,788.53,1341800
Gadus morhua,Pelagico,788.68,1314600
Gadus morhua,Pelagico,790.22,981100
Gadus morhua,Pelagico,790.73,2452100
Gadus morhua,Pelagico,791.36,2934800
Gadus morhua,Pelagico,791.74,3124300
Gadus morhua,Pelagico,792.7,2184900
Gadus morhua,Pelagico,792.87,2142100
Gadus morhua,Pelagico,793.492,2897000
Gadus morhua,Pelagico,801.33,2246300
Gadus morhua,Pelagico,801.354,2897000
Gadus morhua,Pelagico,801.43,2897000
Gadus morhua,Pelagico,801.55,1883900
Gadus morhua,Pelagico,801.931,2897000
Gadus morhua,Pelagico,802.229,2897000
Gadus morhua,Pelagico,802.273,2897000
Gadus morhua,Pelagico,803.374,2513100
Gadus morhua,Pelagico,807.56,1400700
Gadus morhua,Pelagico,810.39,1536600
Gadus morhua,Pelagico,810.46,1907000
Gadus morhua,Pelagico,811.06,1198700
Gadus morhua,Pelagico,811.23,1999600
Gadus morhua,Pelagico,811.89,1214000
Gadus morhua,Pelagico,812,2138500
Gadus morhua,Pelagico,812.53,1096800
Gadus morhua,Pelagico,813.088,2322400
Gadus morhua,Pelagico,814.01,1574800
Gadus morhua,Pelagico,815.86,2284600
Gadus morhua,Pelagico,817.15,3307500
Gadus morhua,Pelagico,818.5,1226400
Gadus morhua,Pelagico,819.34,1744900
Gadus morhua,Pelagico,821.44,1755300
Gadus morhua,Pelagico,821.68,2277200
Gadus morhua,Pelagico,821.994,2804900
Gadus morhua,Pelagico,822.5,1652400
Gadus morhua,Pelagico,823.361,5651400
Gadus morhua,Pelagico,823.65,5651400
Gadus morhua,Pelagico,823.734,5651400
Gadus morhua,Pelagico,829.87,2393000
Gadus morhua,Pelagico,831.29,2087400
Gadus morhua,Pelagico,831.752,2903400
Gadus morhua,Pelagico,832.778,2903400
Gadus morhua,Pelagico,839.75,3485500
Gadus morhua,Pelagico,840.01,2702300
Gadus morhua,Pelagico,840.05,1337300
Gadus morhua,Pelagico,842.141,2037400
Gadus morhua,Pelagico,842.7,1526300
Gadus morhua,Pelagico,850.02,2871100
Gadus morhua,Pelagico,851.05,3362300
Gadus morhua,Pelagico,851.23,1508500
Gadus morhua,Pelagico,851.64,1689100
Gadus morhua,Pelagico,852.08,2045600
Gadus morhua,Pelagico,852.12,3207300
Gadus morhua,Pelagico,853.29,1501300
Gadus morhua,Pelagico,857.32,1535100
Gadus morhua,Pelagico,857.36,1327300
Gadus morhua,Pelagico,857.5,1889500
Gadus morhua,Pelagico,858.37,4732800
Gadus morhua,Pelagico,860.36,2582500
Gadus morhua,Pelagico,860.68,1915700
